Loss/train_step,train_loss,created_at,val_loss,epoch,learning_rate,Dice/test/epoch,IOU,Dice/test,ACC/test,PPV/test,TPR/test,TNR/test,F1/test,Loss/train_epoch
12.354957580566406,12.354957580566406,2021-06-28 07:03:35.051469,,,,,,,,,,,,
12.354958534240723,12.354958534240723,2021-06-28 07:03:36.251454,,,,,,,,,,,,
12.479958534240723,12.479958534240723,2021-06-28 07:03:37.531582,,,,,,,,,,,,
12.354959487915039,12.354959487915039,2021-06-28 07:03:38.752729,,,,,,,,,,,,
12.479959487915039,12.479959487915039,2021-06-28 07:03:39.952342,,,,,,,,,,,,
12.479959487915039,12.479959487915039,2021-06-28 07:03:41.149396,,,,,,,,,,,,
11.879961013793945,11.879961013793945,2021-06-28 07:03:42.384369,,,,,,,,,,,,
12.479959487915039,12.479959487915039,2021-06-28 07:03:43.613491,,,,,,,,,,,,
12.479959487915039,12.479959487915039,2021-06-28 07:03:44.888396,,,,,,,,,,,,
12.179960250854492,12.179960250854492,2021-06-28 07:03:46.110389,,,,,,,,,,,,
12.479959487915039,12.479959487915039,2021-06-28 07:03:47.288662,,,,,,,,,,,,
12.479959487915039,12.479959487915039,2021-06-28 07:03:48.520092,,,,,,,,,,,,
12.054960250854492,12.054960250854492,2021-06-28 07:03:49.694488,,,,,,,,,,,,
12.479959487915039,12.479959487915039,2021-06-28 07:03:50.980328,,,,,,,,,,,,
,,2021-06-28 07:03:52.506132,12.229959487915039,3.0,,,,,,,,,,
,,2021-06-28 07:03:52.620019,,3.0,0.001,3.490367329312495,0.9830766773077535,0.15384423079326903,0.9830766773077535,0.1538423077884592,0.1538423077884592,0.9914527410861366,0.15381923474755746,
,,2021-06-28 07:03:52.692623,,3.0,,,,,,,,,,12.317909240722656
12.354959487915039,12.354959487915039,2021-06-28 07:03:52.988049,,,,,,,,,,,,
12.354958534240723,12.354958534240723,2021-06-28 07:03:54.194846,,,,,,,,,,,,
12.229957580566406,12.229957580566406,2021-06-28 07:03:55.393188,,,,,,,,,,,,
12.479959487915039,12.479959487915039,2021-06-28 07:03:56.706763,,,,,,,,,,,,
